product_name,wine_type,flavor,location,available_qty
"Вино Le Grand Noir Cabernet Sauvignon, Pays d'Oc IGP 2016 0.75 л","Красное,  Полусухое","Каберне Совиньон,  Шираз","Франция,  Лангедок-Руссийон,  Минервуа",
"Вино Jean Loron, Beaujolais-Villages AOC 0.75 л","Красное,  Сухое",Гаме,"Франция,  Бургундия,  Божоле",
"Вино Cielo e Terra, Bio Bio Merlot 2019 0.75 л","Красное,  Полусухое",Мерло,"Италия,  Венето",
Вино Fontegaia Nero D'Avola IGT 2019 0.75 л,"Красное,  Сухое","Италия,  Сицилия",,
Вино Jardin de la Taur Grenache-Syrah 2019 0.75 л,"Красное,  Полусухое","Сира,  Гарнача,  Гренаш","Франция,  Лангедок-Руссийон",
Вино Fontegaia Montepulciano D'Abruzzo DOC 2019 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
"Вино Volontaire Rouge, Bordeaux AOC 2013 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мерло","Франция,  Бордо",
"Вино Cielo e Terra, Merlot IGT 2019 0.187 л","Красное,  Полусухое",Мерло,"Италия,  Венето,  Венеция",
"Вино Chateau Abkhaz, Akhapsha Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон и Каберне Фран,Абхазия,
"Вино Chateau Abkhaz, Isabella, Gega 0.75 л","Красное,  Полусладкое",Изабелла,Абхазия,
"Вино Chateau Abkhaz, Saperavi, Gudou 0.75 л","Красное,  Полусладкое",Саперави,Абхазия,
Вино Bruni Sangiovese Rubicone IGT 2018 0.75 л,"Красное,  Полусухое",Санджовезе,"Италия,  Эмилия-Романья,  Рубиконе",
"Вино Bodegas Olivares, Panarroz, Jumilla DO 2017 0.75 л","Красное,  Сухое","Сира,  Гарнача,  Гренаш,  Мурведр","Испания,  Мурсия,  Хумилья",
"Вино Casa Santos Lima, Termo de Lisboa 2017 0.75 л","Красное,  Полусухое","Сира,  Каладок,  Тинта Рориз","Португалия,  Буселаш",
"Вино Norton, Finca La Colonia Malbec 2019 0.75 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса,  Лухан де Куйо",
"Вино Bove, Roggio Antico Montepulciano d'Abruzzo DOC 2017 0.75 л","Красное,  Сухое",Монтепульчано,"Италия,  Абруццо",
"Вино Foncalieu, Reserve de l'Abbe, Cotes du Rhone AOP 2016 0.75 л","Красное,  Полусухое","Сира,  Гарнача,  Гренаш,  Сенсо","Франция,  Долина Роны,  Кот-дю-Рон",
"Вино Flor de Crasto Tinto, Douro DOC 2018 0.75 л","Красное,  Сухое","Турига Насьональ,  Турига Франсеса,  Турига Франка,  Тинта Рориз","Португалия,  Дору",
"Вино Dominio de Eguren, Epico 2017 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия и Леон",
"Вино Chateau Flamand Bellevue Rouge, Bordeaux AOC 2015 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мерло","Франция,  Бордо",
"Вино MontGras, Reserva Carmenere 0.75 л","Красное,  Сухое","Каберне Совиньон,  Карменере","Чили,  Центральная Долина,  Кольчагуа",
"Вино MontGras, Reserva Cabernet Sauvignon 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Weingut Heinrich, Naked Red 2017 0.375 л","Красное,  Сухое","Блауфранкиш,  Сен Лоран,  Цвайгельт","Австрия,  Бургенланд",
Вино Сатера Каберне 0.75 л,"Красное,  Сухое",Каберне Совиньон,Крым,
Вино Картули Вази Саперави 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
"Вино Maran, M.Parajanov Pomegranate Dry 0.75 л","Красное,  Сухое",Армения,,
"Вино Pirovano, Villaggi Montepulciano d'Abruzzo DOC, 2017 0.75 л","Красное,  Сухое","Италия,  Абруццо,  Монтепульчано д'Абруццо",,
"Вино Lapostolle, Alicura Cabernet Sauvignon 2017 0.75 л","Красное,  Сухое","Сира,  Каберне Совиньон","Чили,  Центральная Долина,  Кольчагуа",
"Вино Carmen, Insigne Carmenere 2019 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина",
"Вино Carmen, Insigne Cabernet Sauvignon 2019 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина",
"Вино Les Petites Jamelles Rouge, Pays d'Oc IGP 2018 0.75 л","Красное,  Сухое","Кариньяно,  Гарнача,  Гренаш","Франция,  Лангедок-Руссийон",
"Вино Piqueras, Black Label, Almansa DO 2018 0.75 л","Красное,  Сухое","Сира,  Монастрель","Испания,  Кастилия Ла Манча,  Альманса",
"Вино Piqueras, High Altitud Garnacha, Almansa DO 2018 0.75 л","Красное,  Сухое","Гренаш,  Гарнача","Испания,  Кастилия Ла Манча,  Альманса",
"Вино Bodegas Aragonesas, Aragus Ecologico, Campo de Borja DO 2018 0.75 л","Красное,  Сухое","Гренаш,  Гарнача","Испания,  Арагон,  Кампо-де-Борха",
"Вино Chateau Los Boldos, Tradition Reserve Syrah 2019 0.75 л","Красное,  Сухое",Сира,"Чили,  Долина Качапоаль",
"Вино Chateau Los Boldos, Tradition Reserve Carmenere 2018 0.75 л","Красное,  Сухое",Карменере,"Чили,  Долина Качапоаль",
"Вино Farnese, Fantini Sangiovese, Terre di Chieti IGT 2018 0.75 л","Красное,  Полусухое",Санджовезе,"Италия,  Абруццо",
Вино Ducento Montepulciano d'Abruzzo DOC 2018 0.75 л,"Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Блабла Руж 0.75 л,"Красное,  Сухое","Сира,  Анчеллотта,  Красностоп Анапский,  Саперави,  Мерло","Россия,  Краснодарский край",
"Вино Pirovano, Villaggi Sicilia Nero d'Avola DOC, 2018 0.75 л","Красное,  Сухое","Италия,  Сицилия",,
"Вино Pirovano, Villaggi Bardolino DOC, 2018 0.75 л","Красное,  Сухое","Корвина,  Рондинелла","Италия,  Венето,  Верона",
"Вино Gevorkian Winery, Khor Virap 0.75 л","Красное,  Полусладкое",Арени,Армения,
"Вино Gevorkian Winery, Odzoun 0.75 л","Красное,  Сухое",Арени,Армения,
"Вино Maran, Noravank 2018 0.75 л","Красное,  Сухое","Арени Нуар,  Тозот",Армения,
"Вино Maran, M.Parajanov Pomegranate Semi-Sweet 0.75 л","Красное,  Полусладкое",Армения,,
"Вино Solar de Carrion Tempranillo, Rioja DOC 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
"Вино Tavernello Sangiovese-Merlot, Rubicone IGT, bag-in-box 2.25 л","Красное,  Полусухое","Санджовезе,  Мерло","Италия,  Эмилия-Романья,  Рубиконе",
"Вино Campos Reales, Tempranillo 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
Вино Bonifacio Tinto 0.75 л,"Красное,  Сухое",Красные сорта винограда,"Португалия,  Лиссабон",
Вино Yali Wild Swan Cabernet Sauvignon 0.75 л,"Красное,  Сухое","Сира,  Каберне Совиньон","Чили,  Центральная Долина",
"Вино Eguren Ugarte, Cosecha, Rioja DOCa 2015 0.75 л","Красное,  Сухое","Темпранильо,  Гарнача,  Гренаш","Испания,  Риоха",
"Вино Coudel Mor Classic, Tejo DOC 0.75 л","Красное,  Сухое","Каладок,  Аликанте,  Мерло","Португалия,  Лиссабон",
"Вино Bridao Classic Tinto, Tejo DOC 2015 0.75 л","Красное,  Сухое","Каштелау,  Аликанте,  Тинта Рориз,  Турига Насьональ,  Сира","Португалия,  Лиссабон",
"Вино Trambusti, Le Merlaie Chianti Riserva DOCG 2017 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе","Италия,  Тоскана,  Кьянти",
Вино Finca el Puntal Tempranillo 1.5 л,"Красное,  Сухое",Темпранильо,"Испания,  Мурсия",
Вино Telavi Saperavi 0.75 л,"Красное,  Сухое",Саперави,"Грузия,  Кахетия",
"Вино Джан Полусладкое, 2018 0.75 л","Красное,  Полусладкое",Арени,Армения,
Вино Джан Красное 0.75 л,"Красное,  Сухое","Мальбек,  Каберне Фран,  Пти Вердо",Армения,
"Вино Gran Sasso, Montepulciano d'Abruzzo DOC 0.75 л","Красное,  Сухое",Монтепульчано,"Италия,  Абруццо,  Монтепульчано д'Абруццо",
Вино Casa del Tiempo Cabernet Sauvignon 0.75 л,"Красное,  Сухое",Каберне Совиньон,Испания,
"Вино Картули Вази Алазанская долина, Красное полусладкое 0.75 л","Красное,  Полусладкое","Оджалеши,  Муджуретули,  Александроули,  Саперави","Грузия,  Кахетия,  Алазанская долина",
"Вино Ducento Negroamaro, Salento IGT 2018 0.75 л","Красное,  Полусухое",Негроамаро,"Италия,  Апулия,  Саленто",
"Вино Farnese, Primo Sangiovese-Merlot IGT 0.75 л","Красное,  Сухое","Мерло,  Санджовезе","Италия,  Апулия",
"Вино Ducento Primitivo, Salento IGT 2018 0.75 л","Красное,  Полусухое",Примитиво,"Италия,  Апулия,  Саленто",
